Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
116,Hamidou Diallo\diallha01,SG,22,OKC,32,5,23.8,4.5,9.3,.481,0.4,1.3,.293,4.1,8.0,.512,.502,2.6,4.1,.629,1.2,4.0,5.2,2.4,1.0,0.4,1.5,2.6,11.9
117,Gorgui Dieng\dienggo01,C,31,MEM,22,1,16.9,2.5,4.9,.519,1.0,2.2,.479,1.5,2.7,.550,.625,1.7,2.0,.884,1.3,3.2,4.5,1.3,0.8,0.6,1.0,1.7,7.9
118,Spencer Dinwiddie\dinwisp01,SG,27,BRK,3,3,21.3,2.0,5.3,.375,0.7,2.3,.286,1.3,3.0,.444,.438,2.0,2.0,1.000,0.0,4.3,4.3,3.0,0.7,0.3,1.7,1.3,6.7
119,Donte DiVincenzo\divindo01,SG,24,MIL,40,40,27.0,4.0,9.4,.422,1.9,5.0,.382,2.1,4.5,.466,.523,0.7,1.1,.667,1.3,3.9,5.1,3.1,1.1,0.2,1.3,1.5,10.6
120,Luka Dončić\doncilu01,PG,21,DAL,36,36,35.5,10.0,21.0,.477,2.8,7.8,.357,7.2,13.2,.547,.543,5.7,7.6,.755,0.8,7.6,8.4,9.3,1.0,0.7,4.3,2.2,28.5
121,Luguentz Dort\dortlu01,SG,21,OKC,37,37,29.7,4.2,10.9,.386,1.9,5.9,.329,2.2,4.9,.454,.475,2.1,2.7,.780,0.7,2.9,3.6,1.6,0.8,0.3,1.5,2.4,12.4
122,Damyean Dotson\dotsoda01,SG,26,CLE,31,6,18.7,2.5,6.5,.393,0.9,3.4,.274,1.6,3.1,.526,.465,0.6,0.9,.714,0.1,1.7,1.9,2.2,0.4,0.1,0.8,0.9,6.7
123,Devon Dotson\dotsode01,PG,21,CHI,1,0,10.0,2.0,4.0,.500,0.0,0.0,,2.0,4.0,.500,.500,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0
124,Sekou Doumbouya\doumbse01,PF,20,DET,36,2,13.3,1.4,4.2,.342,0.4,1.9,.239,1.0,2.4,.424,.395,0.6,0.8,.750,0.5,1.8,2.3,0.6,0.4,0.1,0.6,1.4,3.9
125,PJ Dozier\doziepj01,SG,24,DEN,25,0,20.0,2.8,6.1,.451,1.0,2.6,.406,1.7,3.6,.483,.536,1.0,1.7,.595,0.8,3.2,3.9,1.6,0.5,0.6,0.8,1.6,7.6
126,Goran Dragić\dragigo01,PG,34,MIA,27,8,27.2,4.9,11.3,.436,1.6,4.6,.344,3.3,6.7,.500,.507,2.3,2.8,.840,0.3,3.0,3.3,4.9,0.6,0.2,2.7,2.3,13.8
127,Andre Drummond\drumman01,C,27,CLE,25,25,28.9,7.2,15.2,.474,0.0,0.3,.000,7.2,14.9,.484,.474,3.1,5.2,.597,4.0,9.4,13.5,2.6,1.6,1.2,3.2,2.8,17.5
128,Jared Dudley\dudleja01,PF,35,LAL,11,0,6.9,0.2,0.6,.286,0.2,0.5,.400,0.0,0.2,.000,.429,0.0,0.0,,0.4,1.4,1.7,0.5,0.1,0.1,0.2,0.6,0.5
129,Kevin Durant\duranke01,PF,32,BRK,19,18,35.7,9.9,18.9,.524,2.6,5.9,.434,7.3,12.9,.565,.592,6.6,7.6,.869,0.4,6.9,7.3,5.3,0.7,1.4,3.5,2.3,29.0
130,Anthony Edwards\edwaran01,SG,19,MIN,40,23,29.8,6.0,15.6,.385,2.1,6.5,.318,4.0,9.1,.433,.451,2.1,2.7,.794,0.7,3.4,4.1,2.5,0.9,0.4,1.9,1.7,16.2
131,Carsen Edwards\edwarca01,SG,22,BOS,16,1,10.2,2.0,4.3,.464,0.7,2.3,.306,1.3,2.1,.636,.543,0.4,0.6,.778,0.1,1.0,1.1,0.6,0.3,0.1,0.1,1.2,5.1
132,CJ Elleby\ellebcj01,SF,20,POR,13,0,8.1,1.1,2.4,.452,0.4,1.5,.263,0.7,0.9,.750,.532,0.5,0.7,.667,0.3,0.8,1.1,0.2,0.3,0.2,0.2,1.4,3.0
133,Henry Ellenson\ellenhe01,PF,24,TOR,2,0,19.0,2.5,7.0,.357,1.0,4.5,.222,1.5,2.5,.600,.429,1.5,2.0,.750,1.5,4.5,6.0,2.5,0.0,0.0,0.0,3.5,7.5
134,Wayne Ellington\ellinwa01,SG,33,DET,30,25,23.2,3.6,8.1,.446,2.7,6.4,.422,0.9,1.7,.540,.614,0.7,0.9,.741,0.3,1.5,1.8,1.4,0.4,0.2,0.7,1.5,10.6
135,Joel Embiid\embiijo01,C,26,PHI,31,31,32.6,9.5,18.0,.525,1.2,2.9,.422,8.2,15.1,.545,.559,9.8,11.4,.859,2.2,9.3,11.5,3.3,1.2,1.4,3.2,2.5,29.9
136,James Ennis\ennisja01,SF,30,ORL,24,23,21.4,2.5,5.0,.500,0.9,2.0,.447,1.6,3.0,.534,.588,1.4,1.8,.786,1.1,2.8,3.9,1.3,0.8,0.3,0.9,2.2,7.3
137,Drew Eubanks\eubandr01,C,23,SAS,20,0,13.1,1.8,3.8,.461,0.0,0.0,,1.8,3.8,.461,.461,1.2,1.6,.719,0.7,2.8,3.5,0.9,0.2,1.2,0.7,1.4,4.7
138,Dante Exum\exumda01,SG,25,CLE,6,3,19.3,1.7,4.3,.385,0.3,1.8,.182,1.3,2.5,.533,.423,0.2,0.3,.500,0.3,2.5,2.8,2.2,0.7,0.3,1.2,1.5,3.8
139,Tacko Fall\fallta01,C,25,BOS,9,0,7.3,1.3,1.9,.706,0.0,0.0,,1.3,1.9,.706,.706,0.3,1.2,.273,0.9,1.8,2.7,0.2,0.0,1.1,0.2,1.3,3.0
140,Derrick Favors\favorde01,C,29,UTA,37,0,16.1,2.4,3.7,.652,0.0,0.0,.000,2.4,3.7,.657,.652,1.2,1.5,.789,2.0,3.4,5.4,0.8,0.5,0.9,0.6,2.4,6.1
141,Cristiano Felício\feliccr01,C,28,CHI,6,0,6.3,0.5,0.7,.750,0.0,0.0,,0.5,0.7,.750,.750,0.8,1.3,.625,1.0,1.0,2.0,0.8,0.3,0.0,0.5,0.5,1.8
142,Terrance Ferguson\fergute01,SG,22,PHI,12,0,3.9,0.1,0.6,.143,0.0,0.4,.000,0.1,0.2,.500,.143,0.0,0.0,,0.0,0.1,0.1,0.2,0.1,0.0,0.3,0.6,0.2
143,Bruno Fernando\fernabr01,C,22,ATL,20,0,8.0,0.6,1.3,.440,0.0,0.1,.000,0.6,1.2,.478,.440,0.5,0.8,.600,0.7,2.4,3.1,0.5,0.1,0.1,0.8,0.9,1.6
144,Yogi Ferrell\ferreyo01,PG,27,CLE,2,0,20.0,4.0,10.5,.381,1.5,4.5,.333,2.5,6.0,.417,.452,0.0,1.0,.000,1.5,2.0,3.5,2.5,1.5,0.5,1.5,2.0,9.5
145,Dorian Finney-Smith\finnedo01,PF,27,DAL,29,29,31.3,3.0,7.2,.418,1.7,4.8,.345,1.3,2.4,.565,.534,0.5,0.6,.882,1.4,3.9,5.3,1.4,0.9,0.4,0.6,2.6,8.2
146,Malachi Flynn\flynnma01,PG,22,TOR,15,0,8.3,0.8,3.0,.267,0.3,1.7,.192,0.5,1.3,.368,.322,0.3,0.4,.667,0.1,0.7,0.7,1.1,0.3,0.0,0.3,0.8,2.2
147,Bryn Forbes\forbebr01,SG,27,MIL,40,6,18.5,3.4,7.3,.461,2.1,4.7,.452,1.3,2.7,.477,.604,0.6,0.8,.742,0.2,1.1,1.3,0.6,0.2,0.0,0.5,1.0,9.4
148,Trent Forrest\forretr01,PG,22,UTA,7,0,2.9,0.0,0.4,.000,0.0,0.3,.000,0.0,0.1,.000,.000,0.3,0.3,1.000,0.0,0.3,0.3,0.6,0.3,0.0,0.1,0.3,0.3
149,Evan Fournier\fournev01,SF,28,ORL,21,21,29.2,6.0,13.4,.450,2.5,6.7,.371,3.6,6.8,.528,.543,4.0,5.0,.790,0.2,2.9,3.1,3.8,1.0,0.3,2.1,2.0,18.5
150,De'Aaron Fox\foxde01,PG,23,SAC,39,39,34.5,8.6,18.3,.467,1.8,5.5,.330,6.7,12.8,.526,.517,4.8,6.9,.689,0.7,2.7,3.4,7.6,1.3,0.4,3.2,3.1,23.7
151,Tim Frazier\fraziti01,PG,30,MEM,3,0,11.0,0.7,2.7,.250,0.0,0.7,.000,0.7,2.0,.333,.250,0.0,0.0,,0.0,1.3,1.3,2.3,0.3,0.0,1.0,1.3,1.3
152,Markelle Fultz\fultzma01,PG,22,ORL,8,8,26.9,5.1,13.0,.394,0.5,2.0,.250,4.6,11.0,.420,.413,2.1,2.4,.895,0.6,2.5,3.1,5.4,1.0,0.3,2.3,2.3,12.9
153,Wenyen Gabriel\gabriwe01,PF,23,NOP,5,0,3.4,0.0,0.8,.000,0.0,0.2,.000,0.0,0.6,.000,.000,0.2,0.4,.500,0.2,1.0,1.2,0.2,0.0,0.0,0.2,0.0,0.2
154,Daniel Gafford\gaffoda01,PF,22,CHI,28,11,12.7,1.9,2.8,.671,0.0,0.0,,1.9,2.8,.671,.671,0.9,1.4,.667,1.3,1.8,3.1,0.6,0.4,1.1,0.7,1.8,4.7
155,Danilo Gallinari\gallida01,PF,32,ATL,28,4,23.1,3.9,9.1,.425,2.2,5.4,.413,1.6,3.7,.442,.547,3.1,3.3,.945,0.3,3.5,3.7,1.4,0.6,0.2,1.0,2.0,13.0
156,Langston Galloway\gallola01,SG,29,PHO,26,0,10.9,1.6,3.3,.477,0.8,1.8,.447,0.8,1.5,.513,.599,0.6,0.6,1.000,0.2,0.9,1.1,0.7,0.2,0.0,0.3,0.5,4.6
157,Darius Garland\garlada01,PG,21,CLE,31,28,33.0,6.3,14.3,.442,1.7,4.5,.386,4.6,9.8,.469,.503,1.7,2.0,.839,0.5,1.7,2.2,5.8,1.1,0.1,2.9,2.3,16.1
158,Marc Gasol\gasolma01,C,36,LAL,35,35,20.1,1.5,3.8,.403,0.9,2.4,.365,0.7,1.4,.469,.519,0.8,1.0,.806,0.7,3.4,4.1,2.0,0.5,1.3,0.9,2.3,4.8
159,Rudy Gay\gayru01,PF,34,SAS,31,0,21.6,4.0,9.7,.407,1.6,4.3,.379,2.4,5.5,.429,.490,1.3,1.6,.804,0.9,4.1,4.9,1.5,0.7,0.6,1.0,1.7,10.9
160,Paul George\georgpa01,SF,30,LAC,31,31,33.3,8.1,16.7,.484,3.4,7.7,.444,4.6,9.0,.518,.586,3.5,4.0,.886,0.9,5.2,6.1,5.3,1.1,0.5,3.4,2.3,23.1
161,Taj Gibson\gibsota01,PF,35,NYK,16,0,17.1,1.7,2.9,.574,0.2,0.8,.250,1.5,2.2,.686,.606,0.7,1.0,.688,1.4,3.1,4.4,0.5,0.6,0.4,0.6,1.9,4.3
162,Harry Giles\gilesha01,C,22,POR,22,0,11.8,1.2,2.8,.419,0.1,0.4,.375,1.0,2.5,.426,.444,0.6,0.8,.722,1.1,3.8,4.9,0.9,0.2,0.4,0.7,2.0,3.1
163,Shai Gilgeous-Alexander\gilgesh01,SG,22,OKC,33,33,33.8,8.1,15.9,.511,2.0,4.8,.413,6.1,11.0,.555,.574,5.4,6.7,.809,0.6,4.3,4.8,6.0,0.8,0.6,3.1,2.0,23.6
164,Anthony Gill\gillan01,PF,28,WAS,12,1,5.6,0.3,0.8,.300,0.1,0.6,.143,0.2,0.3,.667,.350,0.3,0.3,.750,0.3,1.3,1.6,0.3,0.3,0.2,0.3,0.3,0.8
165,Rudy Gobert\goberru01,C,28,UTA,39,39,30.8,5.5,8.5,.647,0.0,0.0,.000,5.5,8.5,.648,.647,3.5,5.7,.610,3.4,10.1,13.5,1.3,0.5,2.9,1.8,2.3,14.5
166,Brandon Goodwin\goodwbr01,PG,25,ATL,26,0,11.3,1.4,4.2,.333,0.6,2.0,.283,0.8,2.1,.382,.403,0.7,0.9,.708,0.1,0.9,1.0,1.7,0.4,0.0,0.5,0.9,4.0
167,Aaron Gordon\gordoaa01,PF,25,ORL,20,20,28.3,4.7,11.1,.425,1.6,4.3,.365,3.2,6.8,.463,.495,2.6,4.2,.627,1.7,5.3,7.0,4.0,0.7,0.9,2.7,2.1,13.6
168,Eric Gordon\gordoer01,SG,32,HOU,27,13,29.2,5.9,13.6,.433,2.6,7.8,.329,3.3,5.8,.573,.527,3.5,4.2,.825,0.3,1.9,2.1,2.6,0.5,0.5,1.9,1.6,17.8
169,Devonte' Graham\grahade01,PG,25,CHO,29,25,30.9,4.3,11.9,.360,2.8,7.8,.361,1.4,4.0,.359,.480,2.0,2.5,.781,0.5,2.3,2.8,5.4,0.9,0.0,1.4,1.4,13.3
170,Jerami Grant\grantje01,SF,26,DET,37,37,35.8,7.6,17.6,.434,2.4,6.6,.358,5.3,11.0,.480,.502,5.7,6.5,.875,0.8,4.4,5.1,2.9,0.8,1.1,2.0,2.6,23.4
171,Danny Green\greenda02,SF,33,PHI,41,41,28.3,3.1,7.9,.394,2.3,6.2,.379,0.8,1.7,.449,.543,0.3,0.5,.650,0.8,2.9,3.7,1.7,1.3,0.8,1.2,1.8,8.9
172,Draymond Green\greendr01,PF,30,GSW,35,35,29.7,2.4,5.8,.411,0.5,2.0,.257,1.9,3.8,.492,.455,1.0,1.3,.756,0.7,5.6,6.3,8.5,1.5,0.7,2.7,3.1,6.2
173,JaMychal Green\greenja01,PF,30,DEN,28,4,20.0,3.3,7.2,.450,1.6,3.9,.426,1.6,3.4,.479,.564,1.0,1.1,.844,1.6,4.1,5.7,0.9,0.6,0.3,1.0,2.7,9.1
174,Javonte Green\greenja02,SG,27,BOS,24,2,14.2,1.6,3.0,.549,0.3,0.9,.318,1.3,2.0,.653,.599,0.8,1.3,.667,0.8,1.3,2.2,0.4,0.8,0.1,0.5,1.3,4.4
175,Jeff Green\greenje02,C,34,BRK,37,17,26.8,3.5,6.9,.508,1.4,3.4,.427,2.1,3.6,.583,.611,1.4,1.8,.765,0.5,3.2,3.8,1.5,0.6,0.3,0.8,1.9,9.9
176,Josh Green\greenjo02,SG,20,DAL,19,5,11.4,0.9,2.1,.436,0.1,0.6,.167,0.8,1.4,.556,.462,0.3,0.6,.545,0.6,1.5,2.1,0.5,0.2,0.1,0.6,0.9,2.2
177,Blake Griffin\griffbl01,PF,31,DET,20,20,31.3,4.1,11.1,.365,2.0,6.2,.315,2.1,4.9,.429,.453,2.2,3.1,.710,0.4,4.9,5.2,3.9,0.7,0.1,1.6,2.1,12.3
178,Kyle Guy\guyky01,PG,23,SAC,16,0,7.3,0.9,2.8,.318,0.4,1.5,.250,0.5,1.3,.400,.386,0.4,0.5,.875,0.2,0.7,0.9,0.9,0.3,0.0,0.2,0.6,2.6
179,Rui Hachimura\hachiru01,PF,22,WAS,32,32,30.4,4.8,10.4,.465,0.9,2.8,.326,3.9,7.6,.516,.509,2.7,3.4,.782,0.9,4.7,5.6,1.7,0.8,0.1,1.1,2.2,13.3
180,Ashton Hagans\haganas01,PG,21,MIN,2,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0
181,Tyrese Haliburton\halibty01,PG,20,SAC,34,3,29.6,4.9,10.1,.478,2.3,5.3,.425,2.6,4.8,.537,.590,0.7,0.9,.828,0.9,2.6,3.5,5.1,1.3,0.6,1.5,1.4,12.7
182,Josh Hall\halljo01,SF,20,OKC,7,0,7.3,0.6,2.6,.222,0.1,1.1,.125,0.4,1.4,.300,.250,0.4,1.0,.429,0.1,1.1,1.3,1.0,0.0,0.0,0.6,1.0,1.7
183,R.J. Hampton\hamptrj01,PG,19,DEN,24,0,9.2,1.0,2.4,.414,0.2,0.8,.278,0.8,1.7,.475,.457,0.3,0.4,.700,0.4,1.5,2.0,0.5,0.2,0.1,0.5,0.9,2.5
184,Tim Hardaway Jr.\hardati02,SG,28,DAL,38,18,29.5,5.7,13.1,.440,2.9,7.6,.383,2.8,5.5,.517,.550,1.9,2.4,.793,0.3,2.9,3.2,1.7,0.6,0.2,0.9,1.5,16.3
185,James Harden\hardeja01,PG-SG,31,TOT,35,35,38.0,8.1,17.0,.476,3.0,8.0,.371,5.1,9.0,.570,.564,6.3,7.2,.874,0.9,7.3,8.2,11.2,1.2,0.8,4.3,2.3,25.5
185,James Harden\hardeja01,SG,31,HOU,8,8,36.3,7.5,16.9,.444,3.1,9.0,.347,4.4,7.9,.556,.537,6.6,7.5,.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8
185,James Harden\hardeja01,PG,31,BRK,27,27,38.6,8.3,17.0,.486,2.9,7.7,.380,5.3,9.3,.574,.572,6.2,7.1,.870,1.0,8.1,9.1,11.5,1.3,0.8,4.3,2.4,25.7
186,Maurice Harkless\harklma01,SF,27,MIA,11,3,11.3,0.5,1.2,.385,0.5,1.0,.455,0.0,0.2,.000,.577,0.0,0.2,.000,0.2,1.0,1.2,0.6,0.2,0.4,0.3,1.3,1.4
187,Jared Harper\harpeja01,PG,23,NYK,2,0,2.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,.000,1.0,1.0,1.000,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
188,Montrezl Harrell\harremo01,C,27,LAL,40,1,24.4,6.0,9.4,.637,0.0,0.2,.000,6.0,9.2,.651,.637,2.6,3.4,.756,2.4,4.0,6.3,1.2,0.7,0.8,1.1,2.1,14.5
189,Gary Harris\harriga01,SG,26,DEN,19,19,30.6,3.6,8.2,.442,1.3,3.9,.320,2.4,4.3,.556,.519,1.2,1.6,.733,0.7,1.8,2.5,1.7,0.9,0.2,0.7,1.9,9.7
190,Jalen Harris\harrija01,SG,22,TOR,4,0,3.5,0.3,1.0,.250,0.3,0.5,.500,0.0,0.5,.000,.375,0.0,0.0,,0.3,0.5,0.8,0.5,0.3,0.0,0.3,0.5,0.8
191,Joe Harris\harrijo01,SF,29,BRK,41,37,31.2,5.4,10.2,.527,3.4,6.8,.500,2.0,3.4,.582,.693,0.5,0.8,.688,0.5,3.0,3.5,1.7,0.6,0.2,0.9,2.2,14.7
192,Tobias Harris\harrito02,PF,28,PHI,36,36,34.0,7.9,15.5,.511,1.6,3.9,.408,6.3,11.6,.546,.563,3.0,3.4,.893,1.2,6.3,7.5,3.4,0.9,0.9,1.8,2.0,20.5
193,Shaquille Harrison\harrish01,SG,27,UTA,17,0,3.3,0.4,1.2,.300,0.0,0.1,.000,0.4,1.1,.333,.300,0.3,0.4,.833,0.2,0.4,0.5,0.5,0.1,0.0,0.3,0.2,1.0
194,Josh Hart\hartjo01,SF,25,NOP,40,3,28.4,3.3,7.2,.453,1.4,4.1,.333,1.9,3.2,.606,.547,1.4,1.8,.740,1.0,6.4,7.4,2.1,0.8,0.3,0.9,2.4,9.3
195,Isaiah Hartenstein\harteis01,C,22,DEN,29,0,9.0,1.4,2.7,.513,0.0,0.0,,1.4,2.7,.513,.513,0.7,1.2,.588,1.3,1.5,2.8,0.5,0.4,0.6,0.7,1.9,3.4
196,Jaxson Hayes\hayesja02,C,20,NOP,29,1,13.3,2.2,3.0,.736,0.0,0.0,,2.2,3.0,.736,.736,1.0,1.3,.718,1.2,2.3,3.5,0.4,0.3,0.6,0.6,1.9,5.4
197,Killian Hayes\hayeski01,PG,19,DET,7,7,21.1,1.9,6.7,.277,0.7,2.9,.250,1.1,3.9,.296,.330,0.1,0.3,.500,0.1,1.0,1.1,3.6,0.3,0.0,2.4,2.1,4.6
198,Gordon Hayward\haywago01,SF,30,CHO,35,35,34.5,7.6,15.7,.484,2.0,4.9,.404,5.6,10.8,.520,.547,3.6,4.2,.870,0.8,4.6,5.4,4.0,1.4,0.4,2.0,1.6,20.7
199,Juan Hernangómez\hernaju01,PF,25,MIN,21,6,16.3,2.2,5.3,.411,0.9,3.0,.302,1.3,2.3,.551,.496,0.7,1.1,.652,0.8,3.5,4.3,0.6,0.3,0.1,0.4,0.9,6.0
200,Willy Hernangómez\hernawi01,C,26,NOP,24,2,15.8,2.6,5.0,.521,0.0,0.3,.143,2.6,4.8,.544,.525,1.0,1.6,.632,2.5,3.7,6.2,1.2,0.3,0.5,0.5,1.2,6.3
201,Tyler Herro\herroty01,SG,21,MIA,30,14,31.9,5.8,13.6,.430,1.9,5.6,.333,4.0,8.0,.498,.499,2.0,2.5,.797,0.5,5.1,5.6,3.4,0.6,0.4,2.3,1.4,15.5
202,Buddy Hield\hieldbu01,SG,28,SAC,40,40,34.9,5.5,14.2,.388,3.9,10.4,.374,1.7,3.9,.426,.525,1.6,1.8,.861,0.4,4.2,4.6,3.3,0.9,0.3,1.7,2.6,16.5
203,George Hill\hillge01,PG,34,OKC,14,14,26.4,4.4,8.6,.508,1.6,4.1,.386,2.8,4.5,.619,.600,1.5,1.8,.840,0.6,1.5,2.1,3.1,0.9,0.1,0.9,0.9,11.8
